ProviderID,ProviderName,ComplianceStatus,RegulatoryRequirements,AuditDate
68,Glo,Non-Compliant,Word control bed evidence.,2022-08-25
20,Airtel,Non-Compliant,Open make reduce read consumer study sing white.,2023-04-29
79,Etisalat,Non-Compliant,Instead end stock another.,2021-10-27
59,MTN,Non-Compliant,Least eat large the parent data manager.,2023-05-21
1,Glo,Compliant,Deep budget far make effect doctor.,2022-03-14
46,MTN,Non-Compliant,Listen assume subject child training near majority star.,2023-04-08
72,Glo,Non-Compliant,Pick material force news large should work.,2022-12-15
90,MTN,Non-Compliant,Theory then hotel born mean happen stock.,2022-12-07
9,Airtel,Compliant,Major without where trade cause necessary.,2022-01-18
86,Airtel,Non-Compliant,Time news seek sing test someone.,2022-12-15
79,MTN,Non-Compliant,Film seat research because first.,2022-12-27
63,Etisalat,Non-Compliant,Age pull which never need station.,2023-05-31
27,Airtel,Non-Compliant,Within skill glass travel place technology open.,2021-11-03
3,Etisalat,Non-Compliant,Relate stop office down quickly.,2023-02-14
40,MTN,Non-Compliant,Bad nature model human make.,2023-07-23
66,Etisalat,Compliant,Blood put message until few decade peace man.,2023-07-13
2,Airtel,Compliant,Organization television spend major baby require here special.,2022-01-10
40,Airtel,Compliant,Which card threat will through this box.,2023-01-22
55,MTN,Non-Compliant,Eat president economic way course.,2023-02-07
11,Airtel,Compliant,Upon open at produce ok.,2022-04-27
44,Etisalat,Compliant,Teach message finally list.,2022-12-31
51,Glo,Non-Compliant,Treatment could civil evening miss general.,2022-09-15
32,Airtel,Compliant,More particularly kind they size surface.,2023-03-21
54,Airtel,Non-Compliant,Share relate cultural.,2023-01-15
68,MTN,Compliant,Consumer nature involve front son east office.,2023-03-29
67,MTN,Compliant,Keep knowledge window team lay far.,2022-05-14
81,Etisalat,Non-Compliant,Site thousand quite war above turn necessary site.,2023-06-28
83,Airtel,Compliant,School every return world.,2021-11-12
18,MTN,Compliant,Difference chair program poor key.,2022-06-24
7,MTN,Non-Compliant,Art one herself number teach test.,2022-06-03
59,Airtel,Non-Compliant,Training finish voice often stand gun.,2021-11-07
9,Etisalat,Non-Compliant,Save four focus.,2021-10-03
100,Airtel,Non-Compliant,Your share land pass a mind.,2023-02-23
13,MTN,Non-Compliant,Parent tonight sure power bed call business idea.,2023-07-10
29,Etisalat,Non-Compliant,Environmental small many anyone.,2022-08-09
10,Glo,Non-Compliant,Report seven various practice beyond computer speak.,2022-01-07
87,Etisalat,Non-Compliant,Early instead collection hair note PM voice.,2022-10-28
31,Airtel,Compliant,Performance reveal analysis camera even same view.,2022-05-22
52,MTN,Compliant,Window may glass prove article change.,2023-09-05
24,Etisalat,Non-Compliant,It within bad return recent sign.,2022-05-19
32,MTN,Compliant,Both upon grow explain the hot charge.,2022-06-14
20,Etisalat,Non-Compliant,State maybe easy notice prevent.,2022-02-21
52,Airtel,Compliant,Security campaign most heavy.,2021-10-28
11,Glo,Compliant,Pattern strategy indicate somebody rest perform.,2022-04-18
3,Glo,Non-Compliant,Thousand cultural tough bag then service.,2022-09-07
39,Glo,Non-Compliant,Charge woman turn what own question knowledge.,2022-02-14
45,Etisalat,Non-Compliant,Head minute scientist I two lawyer forget.,2022-02-20
7,Airtel,Compliant,Success pick yourself environment past thing blue.,2021-12-16
58,MTN,Non-Compliant,Majority get lose rate life.,2022-11-12
78,MTN,Non-Compliant,Bring adult specific probably community both.,2022-09-24
92,Glo,Non-Compliant,Carry charge approach feeling town.,2021-12-03
93,Airtel,Non-Compliant,Trip body play degree join way consider movement.,2023-01-14
43,MTN,Non-Compliant,Writer bit author agreement seven.,2022-10-21
34,Glo,Compliant,Their something important attorney paper together firm.,2023-09-13
88,MTN,Non-Compliant,Attention seem civil woman.,2022-01-20
62,Airtel,Compliant,Usually huge let program investment do.,2023-02-12
11,Etisalat,Non-Compliant,Election leader tough.,2022-01-17
32,Glo,Compliant,System laugh professor if among simple right decision.,2022-12-18
84,Glo,Compliant,Cause throw four end white price.,2023-05-09
30,Glo,Non-Compliant,Edge recognize garden born up.,2022-04-27
16,Glo,Non-Compliant,Network keep floor data.,2023-06-27
53,Glo,Non-Compliant,Participant must front.,2023-08-16
55,Airtel,Compliant,Charge boy painting produce why leg wife.,2022-08-15
57,Etisalat,Non-Compliant,Maintain again girl since perform night.,2022-08-11
29,MTN,Non-Compliant,Popular close be when.,2023-06-14
67,Airtel,Non-Compliant,Food affect these affect less.,2022-10-28
87,Airtel,Non-Compliant,Total sit every western population.,2023-09-20
59,Glo,Non-Compliant,Reveal community whether assume training.,2023-03-09
99,Airtel,Non-Compliant,Race light husband eight important push.,2022-08-29
65,Glo,Compliant,Father close administration plan use.,2021-12-26
69,Glo,Non-Compliant,Card nor save if them their.,2022-02-05
40,Airtel,Compliant,Lead story member strategy sense push.,2023-02-02
92,Etisalat,Non-Compliant,Boy almost price source enjoy.,2022-08-13
98,Etisalat,Non-Compliant,President such agent phone civil table side.,2021-10-27
56,Glo,Non-Compliant,West to story real standard.,2021-10-23
50,Glo,Non-Compliant,Local from professor Republican step left.,2021-11-10
20,Etisalat,Non-Compliant,Enough imagine picture form data history.,2022-06-30
55,MTN,Compliant,Charge season as once any now others.,2022-10-22
36,Etisalat,Compliant,Leader model sign candidate cover.,2022-05-25
32,Airtel,Compliant,Idea recent drive free.,2023-07-06
39,Airtel,Non-Compliant,Possible civil necessary computer company expect station.,2023-08-15
28,Etisalat,Compliant,Movement page strategy.,2022-01-16
82,Etisalat,Non-Compliant,Center effort together save list.,2022-11-03
59,MTN,Non-Compliant,After man green along.,2022-08-03
84,Airtel,Non-Compliant,Firm house seem thought.,2023-07-14
10,Etisalat,Compliant,Impact at unit president.,2022-06-08
40,Airtel,Compliant,Class how baby coach can.,2022-05-12
38,Glo,Compliant,From vote easy off.,2021-11-11
56,Glo,Non-Compliant,Red attack enjoy again.,2022-07-10
69,Airtel,Compliant,Action position campaign its give until available.,2023-03-25
90,Etisalat,Non-Compliant,Society open traditional whose whatever likely attention.,2022-04-11
93,Etisalat,Compliant,Door century impact man agent what often.,2022-12-16
16,Glo,Non-Compliant,History general where.,2023-05-25
70,Etisalat,Compliant,Partner Mr goal.,2022-01-23
75,MTN,Non-Compliant,To gun game important.,2022-04-02
11,Airtel,Compliant,His stage the meeting reality too hundred.,2022-06-13
61,Glo,Non-Compliant,Article lawyer discuss tree man I.,2021-10-01
99,Glo,Compliant,Size red light senior.,2023-05-29
67,MTN,Compliant,Him begin result debate.,2022-01-28
54,MTN,Compliant,Range heavy attorney common maintain.,2023-03-18
25,MTN,Compliant,Worker rule cause theory people choose.,2023-07-12
40,Glo,Non-Compliant,Probably say discuss out.,2022-03-17
85,MTN,Non-Compliant,Study eye much air.,2022-09-11
3,MTN,Compliant,Organization four unit that.,2023-09-16
22,Etisalat,Compliant,Player important stuff according response.,2022-03-26
38,MTN,Non-Compliant,But answer never middle.,2023-07-12
44,Etisalat,Compliant,Talk reality trouble.,2022-07-21
62,Glo,Compliant,Hit executive along debate.,2022-08-22
34,MTN,Non-Compliant,Four point myself miss road technology instead.,2023-04-14
96,Airtel,Non-Compliant,Republican these resource high.,2023-02-18
93,Airtel,Non-Compliant,Open pull move hundred article property.,2021-12-29
56,Etisalat,Non-Compliant,Despite more realize leader.,2022-02-22
53,MTN,Compliant,Business pass industry now cost develop.,2022-09-12
32,MTN,Non-Compliant,Right enjoy building rise now institution spring work.,2021-11-15
98,MTN,Compliant,Baby west meeting seem mean several owner.,2021-10-18
18,Etisalat,Non-Compliant,Job foreign box this back effort.,2022-04-27
56,Etisalat,Compliant,Dog throw note ten yourself free.,2022-06-07
67,Glo,Compliant,Those upon bank social.,2022-06-30
52,Airtel,Compliant,Find individual common water.,2021-10-28
36,MTN,Non-Compliant,Baby bag hot live PM.,2023-05-20
85,Airtel,Compliant,Know save beat per voice.,2023-06-23
75,Airtel,Non-Compliant,Put number his make since security focus.,2023-08-17
92,Etisalat,Non-Compliant,Wonder pretty culture skin realize final I guess.,2022-04-04
99,MTN,Compliant,Community window tree term course president white page.,2023-07-29
73,Airtel,Non-Compliant,Alone act of evening.,2022-11-01
60,Glo,Non-Compliant,Another training service near.,2023-08-07
41,MTN,Non-Compliant,Area phone wonder threat particularly real.,2023-08-27
61,MTN,Non-Compliant,Degree region church particularly scientist dinner price.,2022-02-22
61,Glo,Non-Compliant,Here protect yourself seek speak growth about peace.,2022-06-18
61,Airtel,Compliant,Hold hand ground subject standard site add order.,2023-08-01
3,Airtel,Compliant,Thought best season resource community.,2022-10-16
64,MTN,Compliant,Something seat matter although even meeting.,2022-07-10
18,Etisalat,Compliant,Political throw factor institution.,2023-03-21
63,Etisalat,Compliant,Dark take international.,2021-10-26
16,Etisalat,Non-Compliant,Fire court debate off could thousand act.,2022-10-04
90,Airtel,Non-Compliant,Quite picture theory economy car.,2022-12-02
32,MTN,Non-Compliant,Doctor agent possible.,2023-04-20
21,Glo,Compliant,Since begin bag million radio parent seek.,2022-09-23
51,MTN,Non-Compliant,Deal individual specific hard artist than along.,2022-07-16
53,Etisalat,Non-Compliant,Pm somebody better side go bill though.,2022-04-02
67,Airtel,Compliant,Long guess girl ready candidate toward movie surface.,2022-04-30
5,Glo,Non-Compliant,Chair visit peace.,2021-10-14
48,Etisalat,Non-Compliant,End care pay house seem still.,2022-04-05
77,MTN,Compliant,Nor tell per choose tend start.,2022-02-23
88,Glo,Non-Compliant,Help compare between owner same prevent.,2023-07-10
56,Glo,Compliant,Common standard look source allow paper themselves street.,2022-02-13
4,Airtel,Non-Compliant,Cost but compare total evening trip still.,2022-06-22
33,Etisalat,Non-Compliant,Five to movie focus such.,2022-11-11
53,MTN,Compliant,Lot through music thank.,2022-03-19
69,Glo,Compliant,Dark tend quality show three often idea.,2023-06-22
12,Airtel,Non-Compliant,Election win citizen live still machine bed green.,2022-07-20
15,MTN,Non-Compliant,Between last history current.,2021-11-08
10,Etisalat,Non-Compliant,May tree matter anyone firm party only.,2021-12-18
60,Airtel,Compliant,Throughout approach four main.,2022-11-03
38,Airtel,Compliant,Away support good boy garden manage natural.,2022-04-13
65,MTN,Compliant,Group then follow scientist attorney military build.,2023-04-19
6,Glo,Compliant,From identify speak enjoy.,2022-06-27
89,Etisalat,Compliant,Exist forget century address sign simply up.,2023-01-28
35,MTN,Compliant,Wear film city cup.,2022-06-10
55,Glo,Non-Compliant,Prevent record appear fish view ability.,2023-09-10
97,Glo,Compliant,Human interview seek with book fight.,2021-11-18
54,MTN,Non-Compliant,Nation just whether.,2023-09-22
19,Etisalat,Compliant,Shoulder lead law.,2022-08-10
61,MTN,Non-Compliant,Edge her other.,2022-07-16
88,MTN,Compliant,Personal serve opportunity small east middle put.,2023-08-11
71,Airtel,Compliant,Clearly property responsibility sure.,2023-07-19
48,Airtel,Non-Compliant,Beyond in less option laugh difference.,2023-05-19
23,Glo,Compliant,Itself black paper look traditional we fund.,2023-01-21
58,Airtel,Non-Compliant,Letter traditional until first look phone hold.,2021-10-14
50,Etisalat,Compliant,Call field force who reflect.,2022-04-07
68,Etisalat,Compliant,Marriage her sure.,2023-04-03
27,Etisalat,Compliant,Several physical voice around.,2023-09-13
40,MTN,Compliant,Include protect because player share bank.,2021-11-24
79,Etisalat,Non-Compliant,Rather think strong.,2022-10-04
55,MTN,Non-Compliant,Live election woman right turn.,2023-05-29
12,Etisalat,Non-Compliant,Ability at no let employee next.,2022-12-06
78,Glo,Compliant,Fire rate by.,2022-04-24
37,MTN,Compliant,College everything continue into left.,2023-05-01
57,Airtel,Non-Compliant,Start why what style.,2021-11-16
98,Airtel,Non-Compliant,Soldier idea available.,2023-06-03
54,Airtel,Compliant,Sell along into no prevent hospital receive.,2023-06-11
11,MTN,Compliant,Well where performance hair.,2023-04-26
13,MTN,Non-Compliant,Must size goal most most value style.,2021-10-07
39,MTN,Non-Compliant,Baby if really decide will.,2022-10-22
69,Glo,Compliant,Star sport short consider tend recognize necessary.,2022-09-08
93,Glo,Non-Compliant,Surface as type read important should.,2022-02-26
73,MTN,Compliant,Movement success tax industry southern.,2023-06-24
75,Airtel,Compliant,Road military popular myself until.,2022-04-16
52,Airtel,Non-Compliant,Population remember may various.,2022-05-29
19,Etisalat,Non-Compliant,During away own common.,2022-05-18
49,Etisalat,Non-Compliant,Type fish sell college shoulder girl.,2022-05-09
47,Etisalat,Compliant,Interview stage common those month.,2023-03-19
72,Airtel,Non-Compliant,Prevent visit effect language together.,2021-09-23
16,Glo,Compliant,Leave particular strategy bar woman.,2022-11-26
76,Glo,Compliant,President hit both way various through join.,2023-01-24
1,Glo,Compliant,Piece say less mother when late.,2022-09-24
53,Airtel,Compliant,Bring drive husband good.,2021-11-21
40,MTN,Compliant,Able trade mother.,2022-01-28
78,Glo,Non-Compliant,Site field wish likely everyone team kitchen.,2022-11-07
68,MTN,Non-Compliant,Operation worry play see interview decision listen.,2021-12-17
36,Glo,Compliant,Two know our out be Republican five economy.,2022-10-03
63,Airtel,Non-Compliant,Arm often different very music.,2022-12-16
61,Airtel,Compliant,Relate type recognize sign customer visit.,2022-04-13
98,Airtel,Compliant,Know school above.,2022-03-11
63,MTN,Non-Compliant,Crime imagine billion production learn once.,2022-12-19
55,MTN,Non-Compliant,History grow recently build here spend.,2022-06-04
16,Etisalat,Non-Compliant,Improve pay environment special measure.,2022-06-05
77,Etisalat,Compliant,Morning white piece contain staff weight short.,2022-07-12
97,Etisalat,Non-Compliant,Hot power find beyond public her.,2023-06-01
30,Glo,Non-Compliant,Interesting nor civil.,2022-06-12
90,MTN,Non-Compliant,It church goal serve series wait head herself.,2022-08-02
60,Etisalat,Non-Compliant,Even chair discover allow provide law.,2021-10-15
10,Etisalat,Non-Compliant,Draw growth good create for former bit.,2022-02-13
83,Etisalat,Non-Compliant,Able manage always camera here because.,2023-03-30
83,Airtel,Non-Compliant,Blood manage performance word season.,2023-01-15
76,Etisalat,Compliant,Music same program message produce most.,2022-12-28
51,Glo,Non-Compliant,Week lay pick election.,2021-10-19
27,MTN,Non-Compliant,Like range knowledge development could next.,2022-10-18
17,MTN,Non-Compliant,Note sure three certain never per.,2022-07-23
32,Airtel,Compliant,Without expect relate should.,2021-11-30
